Caso;s1;s2;Tiempo (microsegundos);Respuesta
59;gqfmqck;vszgpzh;3312;12
59;gqfmqck;vszgpzh;3279;12
59;gqfmqck;vszgpzh;3263;12
59;gqfmqck;vszgpzh;3259;12
59;gqfmqck;vszgpzh;3270;12
59;gqfmqck;vszgpzh;3316;12
59;gqfmqck;vszgpzh;3351;12
59;gqfmqck;vszgpzh;3272;12
59;gqfmqck;vszgpzh;3172;12
59;gqfmqck;vszgpzh;3171;12
60;pboobpw;vvzdgkg;3618;14
60;pboobpw;vvzdgkg;3675;14
60;pboobpw;vvzdgkg;3617;14
60;pboobpw;vvzdgkg;3646;14
60;pboobpw;vvzdgkg;3473;14
60;pboobpw;vvzdgkg;3418;14
60;pboobpw;vvzdgkg;3502;14
60;pboobpw;vvzdgkg;3402;14
60;pboobpw;vvzdgkg;3395;14
60;pboobpw;vvzdgkg;3580;14
61;mikobcaw;elrgbskp;13202;14
61;mikobcaw;elrgbskp;13444;14
61;mikobcaw;elrgbskp;23167;14
61;mikobcaw;elrgbskp;16737;14
61;mikobcaw;elrgbskp;14979;14
61;mikobcaw;elrgbskp;14821;14
61;mikobcaw;elrgbskp;13300;14
61;mikobcaw;elrgbskp;13084;14
61;mikobcaw;elrgbskp;13673;14
61;mikobcaw;elrgbskp;13365;14
62;byqfbkqa;tsbmelvo;13436;14
62;byqfbkqa;tsbmelvo;13289;14
62;byqfbkqa;tsbmelvo;13816;14
62;byqfbkqa;tsbmelvo;13249;14
62;byqfbkqa;tsbmelvo;13241;14
62;byqfbkqa;tsbmelvo;13381;14
62;byqfbkqa;tsbmelvo;13991;14
62;byqfbkqa;tsbmelvo;13495;14
62;byqfbkqa;tsbmelvo;13241;14
62;byqfbkqa;tsbmelvo;13080;14
63;grkrvinq;vurhmjvq;1461;10
63;grkrvinq;vurhmjvq;1460;10
63;grkrvinq;vurhmjvq;1460;10
63;grkrvinq;vurhmjvq;1459;10
63;grkrvinq;vurhmjvq;1465;10
63;grkrvinq;vurhmjvq;1489;10
63;grkrvinq;vurhmjvq;1522;10
63;grkrvinq;vurhmjvq;1500;10
63;grkrvinq;vurhmjvq;1516;10
63;grkrvinq;vurhmjvq;1559;10
64;qnszdhmn;hiwwxuvy;28297;14
64;qnszdhmn;hiwwxuvy;21147;14
64;qnszdhmn;hiwwxuvy;18647;14
64;qnszdhmn;hiwwxuvy;20250;14
64;qnszdhmn;hiwwxuvy;23568;14
64;qnszdhmn;hiwwxuvy;18733;14
64;qnszdhmn;hiwwxuvy;19164;14
64;qnszdhmn;hiwwxuvy;19171;14
64;qnszdhmn;hiwwxuvy;20981;14
64;qnszdhmn;hiwwxuvy;19032;14
