Caso;s1;s2;Tiempo (microsegundos);Respuesta
14;efgh;ijkl;22;8
14;efgh;ijkl;22;8
14;efgh;ijkl;22;8
14;efgh;ijkl;22;8
14;efgh;ijkl;22;8
15;mnop;qrst;22;8
15;mnop;qrst;22;8
15;mnop;qrst;22;8
15;mnop;qrst;22;8
15;mnop;qrst;22;8
15;mnop;qrst;22;8
15;mnop;qrst;22;8
15;mnop;qrst;22;8
15;mnop;qrst;22;8
15;mnop;qrst;22;8
16;abcd;efghij;93;10
16;abcd;efghij;93;10
16;abcd;efghij;93;10
16;abcd;efghij;93;10
16;abcd;efghij;93;10
16;abcd;efghij;93;10
16;abcd;efghij;93;10
16;abcd;efghij;93;10
16;abcd;efghij;93;10
16;abcd;efghij;93;10
17;ijklmnopqrst;uvw;269;15
17;ijklmnopqrst;uvw;264;15
17;ijklmnopqrst;uvw;258;15
17;ijklmnopqrst;uvw;268;15
17;ijklmnopqrst;uvw;264;15
17;ijklmnopqrst;uvw;263;15
17;ijklmnopqrst;uvw;263;15
17;ijklmnopqrst;uvw;263;15
17;ijklmnopqrst;uvw;263;15
17;ijklmnopqrst;uvw;263;15
18;yzab;efghij;92;10
18;yzab;efghij;92;10
18;yzab;efghij;92;10
18;yzab;efghij;92;10
18;yzab;efghij;92;10
18;yzab;efghij;92;10
18;yzab;efghij;92;10
18;yzab;efghij;92;10
18;yzab;efghij;92;10
18;yzab;efghij;97;10
19;mnopq;rstuv;118;10
19;mnopq;rstuv;117;10
19;mnopq;rstuv;117;10
19;mnopq;rstuv;117;10
19;mnopq;rstuv;117;10
19;mnopq;rstuv;117;10
19;mnopq;rstuv;117;10
19;mnopq;rstuv;117;10
19;mnopq;rstuv;117;10
19;mnopq;rstuv;117;10
20;ijklmnopqrst;uvwx;1548;16
20;ijklmnopqrst;uvwx;1501;16
20;ijklmnopqrst;uvwx;1485;16
20;ijklmnopqrst;uvwx;1495;16
20;ijklmnopqrst;uvwx;1487;16
20;ijklmnopqrst;uvwx;1483;16
20;ijklmnopqrst;uvwx;1481;16
20;ijklmnopqrst;uvwx;1485;16
20;ijklmnopqrst;uvwx;1474;16
20;ijklmnopqrst;uvwx;1484;16
21;abcd;efghijkl;274;12
21;abcd;efghijkl;276;12
21;abcd;efghijkl;276;12
21;abcd;efghijkl;276;12
21;abcd;efghijkl;277;12
21;abcd;efghijkl;286;12
21;abcd;efghijkl;275;12
21;abcd;efghijkl;274;12
21;abcd;efghijkl;275;12
21;abcd;efghijkl;275;12
22;yzab;ijklmn;90;10
22;yzab;ijklmn;90;10
22;yzab;ijklmn;90;10
22;yzab;ijklmn;90;10
22;yzab;ijklmn;90;10
22;yzab;ijklmn;90;10
22;yzab;ijklmn;90;10
22;yzab;ijklmn;90;10
22;yzab;ijklmn;90;10
22;yzab;ijklmn;90;10
23;wxyz;abcdab;90;10
23;wxyz;abcdab;90;10
23;wxyz;abcdab;91;10
23;wxyz;abcdab;97;10
23;wxyz;abcdab;92;10
23;wxyz;abcdab;90;10
23;wxyz;abcdab;90;10
23;wxyz;abcdab;93;10
23;wxyz;abcdab;90;10
23;wxyz;abcdab;90;10
24;ijklmnopqrst;uvwx;1475;16
24;ijklmnopqrst;uvwx;1484;16
24;ijklmnopqrst;uvwx;1473;16
24;ijklmnopqrst;uvwx;1487;16
24;ijklmnopqrst;uvwx;1485;16
24;ijklmnopqrst;uvwx;1479;16
24;ijklmnopqrst;uvwx;1489;16
24;ijklmnopqrst;uvwx;1474;16
24;ijklmnopqrst;uvwx;1487;16
24;ijklmnopqrst;uvwx;1476;16
25;yzab;efghijkl;277;12
25;yzab;efghijkl;283;12
25;yzab;efghijkl;278;12
25;yzab;efghijkl;277;12
25;yzab;efghijkl;275;12
25;yzab;efghijkl;274;12
25;yzab;efghijkl;274;12
25;yzab;efghijkl;274;12
25;yzab;efghijkl;277;12
25;yzab;efghijkl;277;12
26;abcd;efghijklmnop;1478;16
26;abcd;efghijklmnop;1458;16
26;abcd;efghijklmnop;1460;16
26;abcd;efghijklmnop;1465;16
26;abcd;efghijklmnop;1450;16
26;abcd;efghijklmnop;1460;16
26;abcd;efghijklmnop;1450;16
26;abcd;efghijklmnop;1462;16
26;abcd;efghijklmnop;1452;16
26;abcd;efghijklmnop;1460;16
27;mnopq;rstuvwx;506;12
27;mnopq;rstuvwx;505;12
27;mnopq;rstuvwx;505;12
27;mnopq;rstuvwx;515;12
27;mnopq;rstuvwx;526;12
27;mnopq;rstuvwx;505;12
27;mnopq;rstuvwx;507;12
27;mnopq;rstuvwx;614;12
27;mnopq;rstuvwx;507;12
27;mnopq;rstuvwx;505;12
28;yzab;efghijklmnop;1450;16
28;yzab;efghijklmnop;1477;16
28;yzab;efghijklmnop;1450;16
28;yzab;efghijklmnop;1450;16
28;yzab;efghijklmnop;1450;16
28;yzab;efghijklmnop;1490;16
28;yzab;efghijklmnop;1486;16
28;yzab;efghijklmnop;1463;16
28;yzab;efghijklmnop;1473;16
28;yzab;efghijklmnop;1481;16
29;ijklmnopq;rstuvwx;16230;16
29;ijklmnopq;rstuvwx;16135;16
29;ijklmnopq;rstuvwx;16193;16
29;ijklmnopq;rstuvwx;16119;16
29;ijklmnopq;rstuvwx;16087;16
29;ijklmnopq;rstuvwx;16133;16
29;ijklmnopq;rstuvwx;16140;16
29;ijklmnopq;rstuvwx;16223;16
29;ijklmnopq;rstuvwx;16172;16
29;ijklmnopq;rstuvwx;16116;16
30;abcd;efghijklmnopqrst;5088;20
30;abcd;efghijklmnopqrst;5065;20
30;abcd;efghijklmnopqrst;5062;20
30;abcd;efghijklmnopqrst;5059;20
30;abcd;efghijklmnopqrst;5076;20
30;abcd;efghijklmnopqrst;5026;20
30;abcd;efghijklmnopqrst;5052;20
30;abcd;efghijklmnopqrst;5032;20
30;abcd;efghijklmnopqrst;5032;20
30;abcd;efghijklmnopqrst;5032;20
31;abcdef;abc;17;3
31;abcdef;abc;16;3
31;abcdef;abc;17;3
31;abcdef;abc;17;3
31;abcdef;abc;16;3
31;abcdef;abc;16;3
31;abcdef;abc;16;3
31;abcdef;abc;16;3
31;abcdef;abc;17;3
31;abcdef;abc;16;3
32;ijklmnop;abcde;957;13
32;ijklmnop;abcde;970;13
32;ijklmnop;abcde;959;13
32;ijklmnop;abcde;966;13
32;ijklmnop;abcde;959;13
32;ijklmnop;abcde;959;13
32;ijklmnop;abcde;971;13
32;ijklmnop;abcde;956;13
32;ijklmnop;abcde;967;13
32;ijklmnop;abcde;978;13
33;abcdxyz;abcd;84;3
33;abcdxyz;abcd;83;3
33;abcdxyz;abcd;83;3
33;abcdxyz;abcd;83;3
33;abcdxyz;abcd;83;3
33;abcdxyz;abcd;83;3
33;abcdxyz;abcd;83;3
33;abcdxyz;abcd;83;3
33;abcdxyz;abcd;83;3
33;abcdxyz;abcd;83;3
34;efghijkl;mn;14;10
34;efghijkl;mn;13;10
34;efghijkl;mn;13;10
34;efghijkl;mn;13;10
34;efghijkl;mn;13;10
34;efghijkl;mn;13;10
34;efghijkl;mn;13;10
34;efghijkl;mn;13;10
34;efghijkl;mn;13;10
34;efghijkl;mn;13;10
35;mnopqrstu;vwxyz;1696;14
35;mnopqrstu;vwxyz;1684;14
35;mnopqrstu;vwxyz;1698;14
35;mnopqrstu;vwxyz;1698;14
35;mnopqrstu;vwxyz;1688;14
35;mnopqrstu;vwxyz;1695;14
35;mnopqrstu;vwxyz;1693;14
35;mnopqrstu;vwxyz;1683;14
35;mnopqrstu;vwxyz;1693;14
35;mnopqrstu;vwxyz;1702;14
36;abcdefghijk;lmno;1030;15
36;abcdefghijk;lmno;1037;15
36;abcdefghijk;lmno;1037;15
36;abcdefghijk;lmno;1033;15
36;abcdefghijk;lmno;1024;15
36;abcdefghijk;lmno;1050;15
36;abcdefghijk;lmno;1022;15
36;abcdefghijk;lmno;1034;15
36;abcdefghijk;lmno;1029;15
36;abcdefghijk;lmno;1022;15
37;pqrstuvwxyz;abc;199;14
37;pqrstuvwxyz;abc;214;14
37;pqrstuvwxyz;abc;193;14
37;pqrstuvwxyz;abc;193;14
37;pqrstuvwxyz;abc;193;14
37;pqrstuvwxyz;abc;193;14
37;pqrstuvwxyz;abc;193;14
37;pqrstuvwxyz;abc;193;14
37;pqrstuvwxyz;abc;193;14
37;pqrstuvwxyz;abc;193;14
38;abcd;efgh;21;8
38;abcd;efgh;21;8
38;abcd;efgh;21;8
38;abcd;efgh;21;8
38;abcd;efgh;21;8
38;abcd;efgh;21;8
38;abcd;efgh;21;8
38;abcd;efgh;21;8
38;abcd;efgh;21;8
38;abcd;efgh;21;8
39;ijklmnopqrst;uvwx;1497;16
39;ijklmnopqrst;uvwx;1503;16
39;ijklmnopqrst;uvwx;1484;16
39;ijklmnopqrst;uvwx;1485;16
39;ijklmnopqrst;uvwx;1475;16
39;ijklmnopqrst;uvwx;1484;16
39;ijklmnopqrst;uvwx;1473;16
39;ijklmnopqrst;uvwx;1486;16
39;ijklmnopqrst;uvwx;1475;16
39;ijklmnopqrst;uvwx;1484;16
40;abcdabcd;abcd;0;4
40;abcdabcd;abcd;0;4
40;abcdabcd;abcd;0;4
40;abcdabcd;abcd;0;4
40;abcdabcd;abcd;0;4
40;abcdabcd;abcd;0;4
40;abcdabcd;abcd;0;4
40;abcdabcd;abcd;0;4
40;abcdabcd;abcd;0;4
40;abcdabcd;abcd;0;4
41;wxyzabcd;abcd;0;4
41;wxyzabcd;abcd;0;4
41;wxyzabcd;abcd;0;4
41;wxyzabcd;abcd;0;4
41;wxyzabcd;abcd;0;4
41;wxyzabcd;abcd;0;4
41;wxyzabcd;abcd;0;4
41;wxyzabcd;abcd;0;4
41;wxyzabcd;abcd;0;4
41;wxyzabcd;abcd;0;4
42;mnopqr;abcde;254;11
42;mnopqr;abcde;254;11
42;mnopqr;abcde;254;11
42;mnopqr;abcde;254;11
42;mnopqr;abcde;254;11
42;mnopqr;abcde;282;11
42;mnopqr;abcde;257;11
42;mnopqr;abcde;254;11
42;mnopqr;abcde;254;11
42;mnopqr;abcde;254;11
43;ijklmnopqrst;uvwxy;7070;17
43;ijklmnopqrst;uvwxy;7061;17
43;ijklmnopqrst;uvwxy;7095;17
43;ijklmnopqrst;uvwxy;7058;17
43;ijklmnopqrst;uvwxy;7089;17
43;ijklmnopqrst;uvwxy;7110;17
43;ijklmnopqrst;uvwxy;7086;17
43;ijklmnopqrst;uvwxy;7051;17
43;ijklmnopqrst;uvwxy;7062;17
43;ijklmnopqrst;uvwxy;7140;17
44;abcde;abc;8;2
44;abcde;abc;8;2
44;abcde;abc;8;2
44;abcde;abc;9;2
44;abcde;abc;9;2
44;abcde;abc;8;2
44;abcde;abc;8;2
44;abcde;abc;8;2
44;abcde;abc;8;2
44;abcde;abc;8;2
45;mnopqrstu;vwxyz;1694;14
45;mnopqrstu;vwxyz;1696;14
45;mnopqrstu;vwxyz;1683;14
45;mnopqrstu;vwxyz;1705;14
45;mnopqrstu;vwxyz;1717;14
45;mnopqrstu;vwxyz;1684;14
45;mnopqrstu;vwxyz;1692;14
45;mnopqrstu;vwxyz;1694;14
45;mnopqrstu;vwxyz;1685;14
45;mnopqrstu;vwxyz;1695;14
46;abcdeabcd;abc;5;6
46;abcdeabcd;abc;5;6
46;abcdeabcd;abc;5;6
46;abcdeabcd;abc;5;6
46;abcdeabcd;abc;5;6
46;abcdeabcd;abc;5;6
46;abcdeabcd;abc;5;6
46;abcdeabcd;abc;5;6
46;abcdeabcd;abc;5;6
46;abcdeabcd;abc;5;6
47;ijklmnopqrst;uvwx;1475;16
47;ijklmnopqrst;uvwx;1474;16
47;ijklmnopqrst;uvwx;1502;16
47;ijklmnopqrst;uvwx;1483;16
47;ijklmnopqrst;uvwx;1474;16
47;ijklmnopqrst;uvwx;1483;16
47;ijklmnopqrst;uvwx;1473;16
47;ijklmnopqrst;uvwx;1488;16
47;ijklmnopqrst;uvwx;1473;16
47;ijklmnopqrst;uvwx;1483;16
48;wxyzabcde;abc;14;6
48;wxyzabcde;abc;14;6
48;wxyzabcde;abc;14;6
48;wxyzabcde;abc;14;6
48;wxyzabcde;abc;14;6
48;wxyzabcde;abc;14;6
48;wxyzabcde;abc;14;6
48;wxyzabcde;abc;14;6
48;wxyzabcde;abc;14;6
48;wxyzabcde;abc;14;6
49;abcdabca;abcd;42;4
49;abcdabca;abcd;42;4
49;abcdabca;abcd;42;4
49;abcdabca;abcd;42;4
49;abcdabca;abcd;42;4
49;abcdabca;abcd;42;4
49;abcdabca;abcd;42;4
49;abcdabca;abcd;42;4
49;abcdabca;abcd;42;4
49;abcdabca;abcd;42;4
50;mnopqrs;abc;45;10
50;mnopqrs;abc;45;10
50;mnopqrs;abc;45;10
50;mnopqrs;abc;45;10
50;mnopqrs;abc;45;10
50;mnopqrs;abc;45;10
50;mnopqrs;abc;45;10
50;mnopqrs;abc;45;10
50;mnopqrs;abc;45;10
50;mnopqrs;abc;45;10
51;abcdef;abcedf;12;1
51;abcdef;abcedf;12;1
51;abcdef;abcedf;11;1
51;abcdef;abcedf;11;1
51;abcdef;abcedf;11;1
51;abcdef;abcedf;11;1
51;abcdef;abcedf;11;1
51;abcdef;abcedf;11;1
51;abcdef;abcedf;11;1
51;abcdef;abcedf;11;1
52;abcdefg;abcedfg;11;1
52;abcdefg;abcedfg;11;1
52;abcdefg;abcedfg;11;1
52;abcdefg;abcedfg;11;1
52;abcdefg;abcedfg;11;1
52;abcdefg;abcedfg;11;1
52;abcdefg;abcedfg;11;1
52;abcdefg;abcedfg;11;1
52;abcdefg;abcedfg;11;1
52;abcdefg;abcedfg;11;1
53;acbd;abdc;6;2
53;acbd;abdc;6;2
53;acbd;abdc;6;2
53;acbd;abdc;6;2
53;acbd;abdc;6;2
53;acbd;abdc;6;2
53;acbd;abdc;6;2
53;acbd;abdc;6;2
53;acbd;abdc;6;2
53;acbd;abdc;6;2
54;fgacef;fgaecf;11;1
54;fgacef;fgaecf;11;1
54;fgacef;fgaecf;11;1
54;fgacef;fgaecf;11;1
54;fgacef;fgaecf;11;1
54;fgacef;fgaecf;11;1
54;fgacef;fgaecf;11;1
54;fgacef;fgaecf;11;1
54;fgacef;fgaecf;11;1
54;fgacef;fgaecf;11;1
55;hello;helo;0;1
55;hello;helo;0;1
55;hello;helo;0;1
55;hello;helo;0;1
55;hello;helo;0;1
55;hello;helo;0;1
55;hello;helo;0;1
55;hello;helo;0;1
55;hello;helo;0;1
55;hello;helo;0;1
56;laptop;atplop;7;3
56;laptop;atplop;7;3
56;laptop;atplop;7;3
56;laptop;atplop;7;3
56;laptop;atplop;7;3
56;laptop;atplop;7;3
56;laptop;atplop;7;3
56;laptop;atplop;7;3
56;laptop;atplop;7;3
56;laptop;atplop;7;3
57;apple;apelp;14;3
57;apple;apelp;14;3
57;apple;apelp;14;3
57;apple;apelp;14;3
57;apple;apelp;14;3
57;apple;apelp;14;3
57;apple;apelp;14;3
57;apple;apelp;14;3
57;apple;apelp;14;3
57;apple;apelp;14;3
58;dogcat;dcoagt;27;4
58;dogcat;dcoagt;27;4
58;dogcat;dcoagt;28;4
58;dogcat;dcoagt;28;4
58;dogcat;dcoagt;28;4
58;dogcat;dcoagt;28;4
58;dogcat;dcoagt;28;4
58;dogcat;dcoagt;27;4
58;dogcat;dcoagt;27;4
58;dogcat;dcoagt;27;4
59;carrot;crtaro;102;4
59;carrot;crtaro;102;4
59;carrot;crtaro;128;4
59;carrot;crtaro;102;4
59;carrot;crtaro;102;4
59;carrot;crtaro;102;4
59;carrot;crtaro;102;4
59;carrot;crtaro;102;4
59;carrot;crtaro;102;4
59;carrot;crtaro;102;4
60;bricks;brciks;3;1
60;bricks;brciks;3;1
60;bricks;brciks;3;1
60;bricks;brciks;3;1
60;bricks;brciks;3;1
60;bricks;brciks;3;1
60;bricks;brciks;3;1
60;bricks;brciks;3;1
60;bricks;brciks;3;1
60;bricks;brciks;3;1
61;sumemr;summer;7;1
61;sumemr;summer;7;1
61;sumemr;summer;7;1
61;sumemr;summer;7;1
61;sumemr;summer;7;1
61;sumemr;summer;7;1
61;sumemr;summer;7;1
61;sumemr;summer;7;1
61;sumemr;summer;7;1
61;sumemr;summer;7;1
62;brave;barve;1;1
62;brave;barve;1;1
62;brave;barve;1;1
62;brave;barve;1;1
62;brave;barve;1;1
62;brave;barve;1;1
62;brave;barve;1;1
62;brave;barve;1;1
62;brave;barve;1;1
62;brave;barve;1;1
63;batman;bmatan;6;2
63;batman;bmatan;6;2
63;batman;bmatan;6;2
63;batman;bmatan;6;2
63;batman;bmatan;6;2
63;batman;bmatan;6;2
63;batman;bmatan;6;2
63;batman;bmatan;6;2
63;batman;bmatan;6;2
63;batman;bmatan;6;2
64;circle;cilcer;86;3
64;circle;cilcer;85;3
64;circle;cilcer;85;3
64;circle;cilcer;85;3
64;circle;cilcer;88;3
64;circle;cilcer;88;3
64;circle;cilcer;88;3
64;circle;cilcer;87;3
64;circle;cilcer;86;3
64;circle;cilcer;86;3
65;shine;shien;11;1
65;shine;shien;11;1
65;shine;shien;11;1
65;shine;shien;11;1
65;shine;shien;11;1
65;shine;shien;11;1
65;shine;shien;11;1
65;shine;shien;11;1
65;shine;shien;11;1
65;shine;shien;11;1
66;smiles;simles;1;1
66;smiles;simles;1;1
66;smiles;simles;1;1
66;smiles;simles;1;1
66;smiles;simles;1;1
66;smiles;simles;1;1
66;smiles;simles;1;1
66;smiles;simles;1;1
66;smiles;simles;1;1
66;smiles;simles;1;1
67;wrong;wrnog;3;1
67;wrong;wrnog;3;1
67;wrong;wrnog;3;1
67;wrong;wrnog;3;1
67;wrong;wrnog;3;1
67;wrong;wrnog;3;1
67;wrong;wrnog;3;1
67;wrong;wrnog;3;1
67;wrong;wrnog;3;1
67;wrong;wrnog;3;1
68;cucumber;cucebmr;74;4
68;cucumber;cucebmr;74;4
68;cucumber;cucebmr;73;4
68;cucumber;cucebmr;73;4
68;cucumber;cucebmr;73;4
68;cucumber;cucebmr;73;4
68;cucumber;cucebmr;73;4
68;cucumber;cucebmr;73;4
68;cucumber;cucebmr;73;4
68;cucumber;cucebmr;73;4
69;pineapple;peinaple;57;3
69;pineapple;peinaple;57;3
69;pineapple;peinaple;57;3
69;pineapple;peinaple;56;3
69;pineapple;peinaple;56;3
69;pineapple;peinaple;56;3
69;pineapple;peinaple;56;3
69;pineapple;peinaple;57;3
69;pineapple;peinaple;56;3
69;pineapple;peinaple;56;3
70;dishes;desihs;28;3
70;dishes;desihs;28;3
70;dishes;desihs;27;3
70;dishes;desihs;28;3
70;dishes;desihs;28;3
70;dishes;desihs;29;3
70;dishes;desihs;28;3
70;dishes;desihs;28;3
70;dishes;desihs;28;3
70;dishes;desihs;28;3
71;abecedario;abolladura;105920;11
71;abecedario;abolladura;105937;11
71;abecedario;abolladura;106824;11
71;abecedario;abolladura;106705;11
71;abecedario;abolladura;106181;11
71;abecedario;abolladura;105805;11
71;abecedario;abolladura;106514;11
71;abecedario;abolladura;106605;11
71;abecedario;abolladura;107155;11
71;abecedario;abolladura;105781;11
72;accionista;accion;2548;4
72;accionista;accion;2556;4
72;accionista;accion;2550;4
72;accionista;accion;2550;4
72;accionista;accion;2550;4
72;accionista;accion;2547;4
72;accionista;accion;2544;4
72;accionista;accion;2650;4
72;accionista;accion;2545;4
72;accionista;accion;2553;4
73;arqueologo;arqueoligia;181795;5
73;arqueologo;arqueoligia;180067;5
73;arqueologo;arqueoligia;180879;5
73;arqueologo;arqueoligia;180346;5
73;arqueologo;arqueoligia;179160;5
73;arqueologo;arqueoligia;179544;5
73;arqueologo;arqueoligia;179051;5
73;arqueologo;arqueoligia;180434;5
73;arqueologo;arqueoligia;179424;5
73;arqueologo;arqueoligia;180246;5
74;presidente;transporte;9615;12
74;presidente;transporte;9607;12
74;presidente;transporte;9534;12
74;presidente;transporte;9580;12
74;presidente;transporte;9561;12
74;presidente;transporte;9588;12
74;presidente;transporte;9591;12
74;presidente;transporte;9570;12
74;presidente;transporte;9617;12
74;presidente;transporte;9585;12
75;intention;execution;84;8
75;intention;execution;79;8
75;intention;execution;77;8
75;intention;execution;77;8
75;intention;execution;77;8
75;intention;execution;77;8
75;intention;execution;77;8
75;intention;execution;87;8
75;intention;execution;78;8
75;intention;execution;77;8
76;algoritmo;complejidad;263609;16
76;algoritmo;complejidad;264689;16
76;algoritmo;complejidad;264029;16
76;algoritmo;complejidad;263437;16
76;algoritmo;complejidad;263199;16
76;algoritmo;complejidad;264331;16
76;algoritmo;complejidad;263919;16
76;algoritmo;complejidad;263368;16
76;algoritmo;complejidad;262660;16
76;algoritmo;complejidad;264274;16
77;informatica;telematica;47;9
77;informatica;telematica;47;9
77;informatica;telematica;47;9
77;informatica;telematica;47;9
77;informatica;telematica;47;9
77;informatica;telematica;47;9
77;informatica;telematica;47;9
77;informatica;telematica;47;9
77;informatica;telematica;47;9
77;informatica;telematica;47;9
78;computador;telefono;36079;14
78;computador;telefono;36980;14
78;computador;telefono;35946;14
78;computador;telefono;36024;14
78;computador;telefono;36166;14
78;computador;telefono;36288;14
78;computador;telefono;36918;14
78;computador;telefono;35878;14
78;computador;telefono;35770;14
78;computador;telefono;35879;14
79;television;calculadora;544297;17
79;television;calculadora;545418;17
79;television;calculadora;543464;17
79;television;calculadora;542833;17
79;television;calculadora;543882;17
79;television;calculadora;546776;17
79;television;calculadora;543680;17
79;television;calculadora;545059;17
79;television;calculadora;544842;17
79;television;calculadora;544404;17
80;pantalla;monitor;4414;11
80;pantalla;monitor;4407;11
80;pantalla;monitor;4404;11
80;pantalla;monitor;4397;11
80;pantalla;monitor;4455;11
80;pantalla;monitor;4461;11
80;pantalla;monitor;4392;11
80;pantalla;monitor;4407;11
80;pantalla;monitor;4399;11
80;pantalla;monitor;4396;11
81;ventana;planta;72;7
81;ventana;planta;72;7
81;ventana;planta;72;7
81;ventana;planta;72;7
81;ventana;planta;72;7
81;ventana;planta;72;7
81;ventana;planta;72;7
81;ventana;planta;72;7
81;ventana;planta;73;7
81;ventana;planta;77;7
82;camion;camaleon;26;4
82;camion;camaleon;25;4
82;camion;camaleon;25;4
82;camion;camaleon;25;4
82;camion;camaleon;25;4
82;camion;camaleon;25;4
82;camion;camaleon;24;4
82;camion;camaleon;24;4
82;camion;camaleon;24;4
82;camion;camaleon;24;4
83;television;televisor;11825;3
83;television;televisor;11849;3
83;television;televisor;12019;3
83;television;televisor;11853;3
83;television;televisor;11835;3
83;television;televisor;11927;3
83;television;televisor;11825;3
83;television;televisor;11883;3
83;television;televisor;11818;3
83;television;televisor;11965;3
84;lampara;lamapra;9;1
